[' ',[u'chinese',[u'moroccan',[u'british',[u'greek',[u'russian',[u'southern_us',[u'irish',[u'mexican',[u'vietnamese',[u'brazilian',[u'japanese',[u'indian',[u'jamaican',[u'french',[u'spanish',[u'cajun_creole',[u'thai',[u'korean',[u'filipino',[u'italian',Max
 u'mushroomsoysauce',8,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,2,0,0,0,8
 u'halibut',0,0,0,1,0,1,0,8,1,0,1,1,0,5,2,1,2,0,0,3,8
 u'tbelieveit',1,0,0,0,0,8,1,3,0,0,0,0,0,1,0,0,1,0,0,7,8
 u'hoagierolls',0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,8,8
 u'cutintoitalianloaf',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8
 u'duckbreasts',8,0,0,0,0,0,0,1,1,0,2,0,0,4,0,0,3,0,0,2,8
 u'boilingonions',0,0,0,0,0,1,1,0,0,0,0,0,0,8,0,0,0,0,0,5,8
 u'turkeybreast',0,0,0,1,0,1,1,7,0,0,0,1,0,0,3,2,1,0,0,8,8
 u'vealscallops',0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,8
 u'rabbit',1,0,1,0,1,4,0,0,0,0,0,0,0,4,4,1,0,0,0,8,8
 u'freerangeegg',2,0,8,1,0,3,0,1,0,0,1,2,0,2,1,0,1,1,0,0,8
 u'naturalpeanutbutter',3,0,0,0,0,0,0,3,2,0,1,0,0,0,0,1,8,0,0,0,8
 u'goldtequila',0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,8
 u'frozenblueberries',0,0,1,1,0,8,1,1,0,4,0,0,0,1,0,0,0,0,0,1,8
 u'broiler',1,0,0,0,0,7,0,1,0,0,0,0,0,1,0,2,1,0,1,2,7
 u'whiterum',1,0,0,0,0,0,0,2,0,1,0,0,7,0,0,1,1,0,0,2,7
 u'chickensausage',0,0,0,1,0,1,0,3,1,0,0,0,0,1,0,5,0,0,1,7,7
 u'poundcake',0,0,5,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,7,7
 u'pierogi',0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
 u'tarragonvinegar',0,0,0,0,0,2,0,1,0,0,0,0,1,7,0,0,0,0,0,0,7
 u'solefillet',0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,1,0,0,0,1,7
 u'gyoza',3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,7
 u'tacoseasoningreducedsodium',0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7
 u'mahimahifillets',0,0,0,0,0,0,0,7,0,0,1,0,0,0,1,0,1,0,0,0,7
 u'medjooldate',0,7,1,2,0,2,0,0,0,3,0,3,0,0,3,0,0,1,0,1,7
 u'chiaseeds',0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,7
 u'chipotlepaste',0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7
 u'boneitaliandressing',0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7,7
 u'crumbles',0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,1,1,0,0,1,7
 u'kaleleaves',0,0,0,0,0,4,0,2,0,0,3,1,0,0,0,2,0,0,0,7,7
 u'blacktealeaves',7,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1,0,0,1,7
 u'fingerlingpotatoes',0,0,1,3,0,0,0,1,0,0,0,2,1,7,3,0,0,0,1,1,7
 u'freshpasta',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7
 u'imitationcrabmeat',3,0,0,0,1,0,0,2,0,0,7,0,0,0,0,1,0,2,1,1,7
 u'greenlentil',1,7,0,1,0,0,1,1,0,0,0,1,0,1,2,0,0,0,0,3,7
 u'patis',0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7,0,7
 u'cornflakecereal',0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,2,7
 u'dendeoil',0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7
 u'pitarounds',0,0,0,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7
 u'catalinadressing',0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7
 u'burrata',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7
 u'sundriedtomatopesto',0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7
 u'bluecheese',0,0,3,0,0,3,1,2,0,0,0,0,0,6,0,0,0,0,0,7,7
 u'applewoodsmokedbacon',0,0,0,0,0,6,0,0,0,0,0,0,0,2,1,1,0,0,0,7,7
 u'bonelesschuckroast',0,1,0,0,0,2,0,4,1,0,0,0,0,7,0,0,0,3,0,5,7
 u'hotsmokedpaprika',0,0,0,0,0,2,0,1,0,0,0,0,0,1,7,1,0,1,0,0,7
 u'freshturmeric',0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,7
 u'rhubarb',1,0,5,0,1,2,4,1,0,0,0,0,0,7,0,0,0,0,0,2,7
 u'gratedpecorino',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7
 u'rapeseedoil',1,0,0,0,1,0,0,0,1,1,2,7,0,0,0,0,0,0,1,0,7
 u'toastedwalnuts',0,0,1,3,3,2,0,1,0,0,0,0,0,7,0,0,1,0,0,7,7
 u'sourdough',0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7,7
 u'frozenorangejuiceconcentrate',2,0,0,0,0,6,1,7,0,1,2,0,0,2,1,0,1,0,0,0,7
 u'bonelesschoppork',3,0,0,1,0,2,0,4,1,0,5,0,2,0,0,3,4,1,2,7,7
 u'pepperoniturkei',0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7
 u'brownbasmatirice',2,0,0,0,0,0,0,1,0,1,0,7,0,0,0,1,3,0,0,0,7
 u'skinlesschickenbreast',7,0,0,3,0,1,0,4,3,0,2,1,0,0,1,1,7,0,0,6,7
 u'roastedgarlic',0,0,0,1,0,3,0,5,0,0,0,1,0,1,2,2,0,0,1,7,7
 u'greek',0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
 u'wontonskins',7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7
 u'waxypotatoes',0,1,0,2,4,0,0,2,1,0,1,7,1,4,5,0,1,0,0,2,7
 u'countrystylebread',0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,7,7
 u'tubetti',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7
 u'stirfrysauce',7,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,2,1,0,0,7
 u'orangeslices',0,0,0,0,0,2,0,0,0,7,0,1,1,0,2,0,0,0,0,2,7
 u'cob',0,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,1,0,7
 u'the',0,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,1,0,7
 u'picholineolives',0,7,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,3,7
 u'lesssodiumtacoseasoning',0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7
 u'greenleaflettuce',2,0,1,2,0,4,0,4,7,0,0,0,1,2,1,1,2,3,0,1,7
 u'vinsanto',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7
 u'sweetrice',5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,5,7,0,7
 u'tartapples',0,0,1,0,1,3,0,1,0,0,1,2,0,7,0,0,0,0,0,0,7
 u'freshchervil',0,1,0,0,0,2,1,0,0,0,0,0,0,7,0,1,0,0,0,3,7
 u'furikake',0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,7
 u'granapadano',0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7
 u'tarragonleaves',0,0,0,0,0,1,0,0,0,0,0,0,0,7,1,0,0,0,0,0,7
 u'brusselssprouts',4,0,6,0,2,2,2,0,1,0,0,6,0,2,0,1,1,1,0,7,7
 u'frozenlimeade',0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7
 u'wholegraindijonmustard',0,0,3,0,0,7,2,0,0,0,1,0,0,7,0,2,0,0,0,2,7
 u'chenpi',7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
 u'base',1,0,0,1,0,6,0,2,1,0,7,0,0,2,1,3,5,0,7,1,7
 u'coleslaw',2,0,1,1,0,7,0,5,1,0,0,0,0,0,0,1,3,1,0,0,7
 u'buffalosauce',2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,7
 u'unsweetenedshreddeddriedcoconut',1,0,0,0,0,2,0,1,0,2,0,7,1,2,0,0,2,0,0,0,7
 u'tomatosoup',0,0,0,0,1,1,0,7,0,0,0,1,0,0,0,0,0,0,0,1,7
 u'sultana',0,3,7,0,1,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,7
 u'soymilk',2,0,2,0,0,5,0,3,0,0,7,4,0,0,0,0,0,0,2,2,7
 u'spikeseasoning',0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,2,7
 u'softcorntortillas',0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7
 u'oliveoilspray',2,0,0,1,0,2,0,4,0,0,0,4,1,0,0,0,0,0,0,7,7
 u'shortpasta',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7
 u'vealstock',0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,7
 u'dicedtomatoesinjuice',0,2,0,0,0,2,1,4,0,0,0,3,1,1,1,5,0,0,0,7,7
 u'choppedbellpepper',0,0,1,0,0,1,0,7,0,1,0,1,1,0,0,7,0,0,0,4,7
 u'spongecake',0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,7
 u'originalranch',0,0,0,1,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7
 u'calimyrnafigs',0,0,2,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,7,7
 u'fatspaghettisauce',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7
 u'nonfatmilk',0,0,0,1,0,2,1,2,0,0,0,4,0,0,0,0,1,0,0,7,7
 u'shreddeditaliancheese',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7
 u'broccolini',7,0,0,0,0,0,0,1,3,0,2,2,0,1,0,0,3,0,0,3,7
 u'granmarnier',0,0,2,0,0,0,1,0,0,0,0,0,0,7,1,0,0,0,0,2,7
 u'perilla',0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,4,0,0,7
 u'italiancheeseblend',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7
 u'driedpappardelle',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7
 u'actingbakingpowder',1,0,6,1,1,7,2,0,0,0,0,0,0,2,0,1,0,0,0,0,7
 u'nonfatplaingreekyogurt',0,0,0,7,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,7
 u'chiligarlicpaste',3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,1,0,0,7
 u'porkstewmeat',0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,7
 u'onionsalt',1,0,0,0,0,3,0,7,1,0,0,0,1,0,0,0,0,0,0,2,7
 u'pillsbury',0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,7
 u'crumbs',0,0,1,0,1,4,1,4,0,0,1,0,1,0,0,0,0,0,0,7,7
 u'peasantbread',0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7,7
 u'slicedtomatoes',0,0,0,4,0,3,1,7,0,2,0,1,0,2,1,0,1,0,0,1,7
 u'orbestfoodlightmayonnais',0,0,0,1,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,1,7
 u'coca',1,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,3,0,0,7
 u'bartlettpears',0,0,1,0,0,1,0,1,0,0,0,0,1,7,0,0,0,0,0,3,7
 u'merguezsausage',0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
 u'porcini',0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,7,7
 u'onshrimp',4,0,0,0,0,7,0,1,2,3,2,4,2,2,4,4,2,0,1,3,7
 u'saffloweroil',2,0,0,3,0,4,0,6,0,1,7,5,0,3,0,0,1,3,0,1,7
 u'cajunspicemix',0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
 u'greenpumpkinseeds',0,0,0,0,0,1,0,7,0,0,0,0,0,0,1,0,0,0,0,0,7
 u'drainedandchopped',7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7
 u'babyzucchini',0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,7,7
 u'smallpasta',0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,7
 u'sharpwhitecheddarcheese',1,0,1,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7
 u'beefroast',1,0,0,0,1,0,1,7,0,0,0,0,0,1,0,1,0,0,0,4,7
 u'picklingspices',0,0,2,1,1,7,3,1,0,0,1,1,1,0,1,0,0,0,1,1,7
 u'persiancucumber',1,0,0,2,1,1,1,0,6,0,7,1,0,0,0,0,3,1,0,0,7
 u'muscovadosugar',3,0,7,0,0,1,2,1,1,1,0,0,0,1,0,0,3,0,1,0,7
 u'reducedsodiumblackbeans',0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7
 u'italianeggplant',0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,7,7
 u'condensedtomatosoup',0,0,0,0,1,2,0,7,0,0,0,0,0,0,0,1,0,0,0,6,7
 u'fatgreekyogurt',0,1,0,7,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,7
 u'babybackribs',5,0,0,1,0,7,0,0,0,1,0,1,0,0,0,0,1,2,0,0,7
 u'habanero',1,0,0,0,0,1,0,5,0,1,0,1,7,0,0,0,0,0,0,0,7
 u'freshudon',2,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,7
 u'whitericevinegar',7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7
 u'flavoredsouppowder',7,1,1,1,1,1,0,2,0,1,0,0,1,0,0,0,0,0,0,2,7
 u'blackgram',0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,7
 u'frozenartichokehearts',0,2,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,7,7
 u'oniontops',1,0,1,0,0,6,1,6,0,0,2,1,3,1,1,7,4,0,0,2,7
 u'fatfreelesssodiumbeefbroth',3,1,0,0,0,0,1,3,2,0,0,0,0,1,1,0,0,0,0,7,7
 u'irishbacon',0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7
 u'centercutporkchops',2,0,0,0,0,1,0,3,2,0,2,0,0,1,0,2,0,0,0,7,7
 u'pimentostuffedolives',1,3,0,1,0,0,0,6,0,0,0,0,0,0,7,2,0,0,0,3,7
 u'walnutoil',0,0,0,0,1,0,0,1,1,0,1,0,0,7,0,0,0,0,0,3,7
 u'whitekidneybeans',0,0,0,2,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,7,7
 u'pandanusleaf',3,0,0,0,0,0,0,0,2,0,0,7,0,0,0,0,5,0,2,0,7
 u'peapods',7,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,1,1,7
 u'seedlessgreengrape',0,0,0,0,0,0,0,3,0,0,0,2,0,2,7,0,0,0,0,2,7
 u'topsirloin',3,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,2,7,1,1,7
 u'oats',0,0,1,0,0,7,2,0,0,1,1,2,0,0,0,0,0,0,0,1,7
 u'chunkypastasauce',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7
 u'instantespresso',0,0,0,0,0,0,0,1,0,0,0,1,0,4,0,0,0,0,0,7,7
 u'lightalfredosauce',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,7
 u'catfish',1,0,0,0,0,6,0,0,1,0,0,1,0,0,0,7,0,0,2,1,7
 u'on',0,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,1,0,7
 u'bostonlettuce',2,0,0,0,0,0,1,4,4,0,0,0,0,7,1,0,5,1,0,2,7
 u'centercutbacon',0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,7,7
 u'limesoda',0,0,0,0,0,7,0,3,0,0,0,0,0,0,2,0,0,0,0,0,7
 u'sicilianolives',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7
 u'blackbeangarlicsauce',7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7
 u'cassiacinnamon',3,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,7
 u'boneless',7,0,0,3,0,1,0,4,3,0,2,1,0,0,1,1,7,0,0,6,7
 u'coolwhip',0,0,0,0,3,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7
 u'yakisobanoodles',7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7
 u'double',2,0,6,1,1,7,2,0,0,0,0,0,0,2,0,1,0,0,0,0,7
 u'lightmolasses',0,0,4,0,1,7,4,0,0,0,0,2,1,1,0,0,0,0,0,0,7
 u'tacotoppings',0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7
 u'shuckcorn',0,0,0,0,0,2,0,7,0,0,0,0,0,0,0,2,0,0,0,1,7
 u'riesling',0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,0,1,0,2,7
 u'bananaleaves',1,0,0,0,0,0,0,7,3,0,1,1,0,0,0,0,3,0,7,0,7
 u'lightrum',0,0,0,0,0,7,0,0,0,1,0,0,2,0,0,2,1,0,0,1,7
 u'pickledokra',0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,2,7
 u'italiansaladdressingmix',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,7
 u'barbecuedpork',7,0,0,0,0,3,0,3,2,0,0,0,0,0,0,0,0,1,0,0,7
 u'perciatelli',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7
 u'nchunkysalsa',0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7
 u'shell',4,0,0,0,0,7,0,1,2,3,2,4,2,2,4,4,2,0,1,3,7
 u'scondensedtomatosoup',0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7
 u'italianherbs',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,7
 u'shirataki',0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,1,1,0,6
 u'rouille',0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6
 u'fideos',0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6
 u'mediumsalsa',0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6
 u'old',0,0,2,0,1,5,6,0,0,0,0,0,1,1,0,0,0,0,0,1,6
 u'pearjuice',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6
 u'chineseeggplants',6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,6
 u'cookedmeatballs',0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,6
 u'amaretti',0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
 u'quesoanejo',0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6
 u'frozencheeseravioli',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
 u'blacktreacle',0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
 u'peachesinheavysyrup',0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
 u'chilegarlicsauce',6,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,2,0,0,0,6
 u'piefilling',0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
 u'deepdishpiecrust',0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6
 u'wholenutmegs',0,1,0,0,0,0,0,0,0,0,0,3,0,4,0,1,0,0,0,6,6
 u'haddockfillets',0,1,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6
 u'frozenlimeadeconcentrate',0,0,0,0,0,3,0,6,0,0,0,1,0,0,0,0,0,0,0,1,6
 u'steel',1,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,1,6
 u'bibblettuce',3,1,0,1,0,6,0,1,3,0,0,0,0,3,1,0,2,1,0,3,6
 u'pomegranatejuice',1,3,1,0,1,0,0,6,0,0,0,0,0,1,0,0,0,0,0,2,6
 u'adoboseasoning',0,0,0,0,0,0,0,6,0,0,0,0,1,0,1,0,0,0,1,1,6
 u'stuffing',0,0,0,0,0,6,0,3,0,0,3,0,0,0,0,3,0,0,0,2,6
 u'galaapples',0,0,1,0,0,3,1,0,0,0,1,0,0,6,0,0,0,1,0,0,6
 u'pies',0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6
 u'toastedalmonds',3,6,2,1,0,2,0,5,0,2,1,3,0,3,4,0,1,0,0,6,6
 u'nonfatevaporatedmilk',0,0,0,0,0,5,0,4,0,0,0,2,0,4,0,1,0,0,0,6,6
 u'canevinegar',1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,6,0,6
 u'chinesecelery',6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,6
 u'herdezsalsaverde',0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6
 u'meatbones',4,1,1,0,0,6,0,1,6,0,0,3,0,1,0,6,1,3,1,1,6
 u'coconutflakes',0,0,0,0,0,3,0,0,0,5,1,6,1,0,0,1,2,0,2,0,6
 u'coconutflour',1,0,1,0,0,6,0,2,0,2,1,1,1,0,1,0,0,0,0,0,6
 u'pastashellsmall',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
 u'stoneflower',0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6
 u'shisoleaves',0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,6
 u'cranberries',1,0,5,0,1,4,3,3,0,0,0,6,0,4,1,0,0,0,0,3,6
 u'preparedguacamole',0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6
 u'hatchgreenchiles',0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6
 u'johnsonvillesmokedsausage',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
 u'mitsuba',0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6
 u'fashionedoats',0,0,1,0,0,5,6,0,0,0,0,0,1,0,0,0,0,0,0,1,6
 u'xanthangum',5,0,0,0,2,6,1,1,0,0,0,0,1,3,0,1,0,0,0,0,6
 u'pastrycream',0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,6
 u'currysauce',0,0,0,0,0,0,0,0,0,0,4,6,1,0,0,0,3,0,0,0,6
 u'freshlemon',0,6,1,2,0,1,0,0,0,0,1,5,1,1,0,1,2,0,2,4,6
 u'daal',0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,6
 u'glaze',2,0,1,1,1,6,0,0,1,0,2,1,0,2,0,5,0,0,0,0,6
 u'friedeggs',1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,6,2,0,6
 u'greenteapowder',1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,6
 u'fruit',1,0,6,0,1,6,1,3,1,5,0,3,6,4,1,0,3,1,3,5,6
 u'splenda',3,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,6,2,1,0,6
 u'turkishbayleaves',0,0,1,2,1,1,0,0,0,0,0,2,0,6,1,0,0,0,1,3,6
 u'driedwoodearmushrooms',0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6
 u'porklard',1,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6
 u'picklingsalt',0,0,2,0,1,6,0,1,1,0,0,0,0,0,0,0,0,1,0,0,6
 u'sweetpicklerelish',0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,2,0,6
 u'countrywhitebread',0,0,0,0,0,2,0,3,0,0,0,0,0,0,4,0,0,0,0,6,6
 u'meatsauce',1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,6
 u'deliham',0,0,0,1,0,1,1,1,1,0,0,0,0,6,0,1,0,0,0,4,6
 u'rub',1,1,0,1,0,4,0,6,0,0,0,0,0,1,0,0,0,0,1,2,6
 u'beefsteak',3,0,0,0,1,0,0,2,6,0,2,1,0,0,0,0,3,1,0,0,6
 u'lowsodiumvegetablebroth',1,3,0,0,0,0,0,5,1,0,1,6,0,0,0,2,2,1,0,3,6
 u'seafoodstock',0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,6,2,1,0,1,6
 u'vegetablejuice',0,0,0,0,0,1,0,2,0,0,0,0,0,0,6,1,0,0,0,1,6
 u'pittedprunes',1,5,2,1,2,1,0,0,0,0,0,0,0,6,1,0,0,1,0,0,6
 u'oystermushrooms',4,1,0,0,0,3,0,3,0,0,3,0,0,4,1,0,2,6,0,6,6
 u'grapefruitjuice',0,0,0,0,0,0,0,4,0,0,3,0,0,6,0,1,0,0,0,1,6
 u'nonfatcottagecheese',0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,6
 u'kochujang',0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,6
 u'caesarsaladdressing',0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,6,6
 u'candy',2,0,1,1,0,5,0,2,1,1,1,0,0,6,0,3,0,0,0,3,6
 u'lager',0,0,1,0,0,3,2,6,0,0,1,0,1,0,0,0,0,0,0,0,6
 u'refrigeratedcrescentdinnerrolls',0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,6
 u'lowfatmozzarella',0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,6,6
 u'whitecheese',0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,6
 u'vanillasugar',0,0,1,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6
 u'driedscallops',6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
 u'lowsodiumblackbeans',0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6
